X,Y,id,type,modified,language,bibliographicCitation,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,catalogNumber,occurrenceRemarks,individualCount,lifeStage,occurrenceStatus,samplingProtocol,eventDate,startDayOfYear,year,month,day,fieldNumber,waterBody,country,stateProvince,county,locality,minimumDepthInMeters,maximumDepthInMeters,verbatimCoordinateSystem,decimalLatitude,decimalLongitude,geodeticDatum,coordinatePrecision,footprintWKT,typeStatus,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,FID
178.551,-18.206,1,PhysicalObject,2014/06/08 12:00:00+00,en,Aspella media (Muricidae from Fiji and Tonga 1),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1366 Aspella media,GearType=beam trawl,2,,present,GearType=beam trawl,1998/08/15,227,1998,8,15,CP 1366,South Pacific Ocean,,,,,149,168,decimal degrees,-18.206,178.551,WGS84,30,POINT (178.551 -18.206),,urn:lsid:marinespecies.org:taxname:404860,Aspella media,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Aspella,,media,,"Houart, 1987",1
178.3906667,-18.1855,2,PhysicalObject,2014/06/08 12:00:00+00,en,Aspella media (Muricidae from Fiji and Tonga 2),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1369 Aspella media,GearType=beam trawl,1,,present,GearType=beam trawl,1998/08/16,228,1998,8,16,CP 1369,South Pacific Ocean,,,,,392,433,decimal degrees,-18.1855,178.3906667,WGS84,30,POINT (178.390666666667 -18.1855),,urn:lsid:marinespecies.org:taxname:404860,Aspella media,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Aspella,,media,,"Houart, 1987",2
179.9865,-16.753167,3,PhysicalObject,2014/06/08 12:00:00+00,en,Aspella media (Muricidae from Fiji and Tonga 3),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1394 Aspella media,GearType=beam trawl,1,,present,GearType=beam trawl,1999/02/23,54,1999,2,23,CP 1394,South Pacific Ocean,,,,,416,416,decimal degrees,-16.753167,179.9865,WGS84,30,POINT (179.9865 -16.753167),,urn:lsid:marinespecies.org:taxname:404860,Aspella media,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Aspella,,media,,"Houart, 1987",3
178.1,-18.31667,4,PhysicalObject,2014/06/08 12:00:00+00,en,Aspella media (Muricidae from Fiji and Tonga 4),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1384 Aspella media,GearType=Warén dredge,2,,present,GearType=Warén dredge,,,,,,DW 1384,South Pacific Ocean,,,,,260,305,decimal degrees,-18.31667,178.1,WGS84,200,POINT (178.1 -18.31667),,urn:lsid:marinespecies.org:taxname:404860,Aspella media,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Aspella,,media,,"Houart, 1987",4
177.21667,-17.86667,5,PhysicalObject,2014/06/08 12:00:00+00,en,Aspella media (Muricidae from Fiji and Tonga 5),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 44 Aspella media,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 44,South Pacific Ocean,,,,,33,33,decimal degrees,-17.86667,177.21667,WGS84,200,POINT (177.21667 -17.86667),,urn:lsid:marinespecies.org:taxname:404860,Aspella media,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Aspella,,media,,"Houart, 1987",5
177.2,-17.81667,6,PhysicalObject,2014/06/08 12:00:00+00,en,Aspella media (Muricidae from Fiji and Tonga 6),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 74 Aspella media,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 74,South Pacific Ocean,,,,,38,38,decimal degrees,-17.81667,177.2,WGS84,200,POINT (177.2 -17.81667),,urn:lsid:marinespecies.org:taxname:404860,Aspella media,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Aspella,,media,,"Houart, 1987",6
178.58333,-18.2,7,PhysicalObject,2014/06/08 12:00:00+00,en,Attiliosa caledonica (Muricidae from Fiji and Tonga 7),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 04 Attiliosa caledonica,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 04,South Pacific Ocean,,,,,100,122,decimal degrees,-18.2,178.58333,WGS84,200,POINT (178.58333 -18.2),,urn:lsid:marinespecies.org:taxname:406370,Attiliosa caledonica,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Attiliosa,,caledonica,,"(Jousseaume, 1881)",7
178.03333,-18.36667,8,PhysicalObject,2014/06/08 12:00:00+00,en,Attiliosa caledonica (Muricidae from Fiji and Tonga 8),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 08 Attiliosa caledonica,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 08,South Pacific Ocean,,,,,28,30,decimal degrees,-18.36667,178.03333,WGS84,200,POINT (178.03333 -18.36667),,urn:lsid:marinespecies.org:taxname:406370,Attiliosa caledonica,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Attiliosa,,caledonica,,"(Jousseaume, 1881)",8
177.98333,-18.46667,9,PhysicalObject,2014/06/08 12:00:00+00,en,Attiliosa caledonica (Muricidae from Fiji and Tonga 9),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 23 Attiliosa caledonica,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 23,South Pacific Ocean,,,,,31,32,decimal degrees,-18.46667,177.98333,WGS84,200,POINT (177.98333 -18.46667),,urn:lsid:marinespecies.org:taxname:406370,Attiliosa caledonica,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Attiliosa,,caledonica,,"(Jousseaume, 1881)",9
178.03333,-18.36667,10,PhysicalObject,2014/06/08 12:00:00+00,en,Attiliosa nodulifera (Muricidae from Fiji and Tonga 10),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 08 Attiliosa nodulifera,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 08,South Pacific Ocean,,,,,28,30,decimal degrees,-18.36667,178.03333,WGS84,200,POINT (178.03333 -18.36667),,urn:lsid:marinespecies.org:taxname:406376,Attiliosa nodulifera,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Attiliosa,,nodulifera,,"(G. B. Sowerby II, 1841)",10
-178.409,-18.725333,11,PhysicalObject,2014/06/08 12:00:00+00,en,Bouchetia vaubanensis (Muricidae from Fiji and Tonga 11),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1497 Bouchetia vaubanensis,GearType=Warén dredge,1,,present,GearType=Warén dredge,1999/03/12,71,1999,3,12,DW 1497,South Pacific Ocean,,,,,335,350,decimal degrees,-18.725333,-178.409,WGS84,30,POINT (-178.409 -18.725333),,urn:lsid:marinespecies.org:taxname:406287,Bouchetia vaubanensis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Bouchetia,,vaubanensis,,"(Houart, 1986)",11
-178.170667,-19.674667,12,PhysicalObject,2014/06/08 12:00:00+00,en,Chicomurex superbus (Muricidae from Fiji and Tonga 12),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1472 Chicomurex superbus,GearType=Warén dredge,3,,present,GearType=Warén dredge,1999/03/08,67,1999,3,8,DW 1472,South Pacific Ocean,,,,,262,266,decimal degrees,-19.674667,-178.170667,WGS84,30,POINT (-178.170667 -19.674667),,urn:lsid:marinespecies.org:taxname:405857,Chicomurex superbus,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicomurex,,superbus,,"(G. B. Sowerby III, 1889)",12
178.575,-18.19916667,13,PhysicalObject,2014/06/08 12:00:00+00,en,Chicomurex turschi (Muricidae from Fiji and Tonga 13),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1364 Chicomurex turschi,GearType=beam trawl,1,,present,GearType=beam trawl,1998/08/15,227,1998,8,15,CP 1364,South Pacific Ocean,,,,,80,86,decimal degrees,-18.19916667,178.575,WGS84,30,POINT (178.575 -18.1991666666667),,urn:lsid:marinespecies.org:taxname:405853,Chicomurex turschi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicomurex,,turschi,,"(Houart, 1981)",13
-174.05,-18.68333,14,PhysicalObject,2014/06/08 12:00:00+00,en,Chicomurex turschi (Muricidae from Fiji and Tonga 14),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 582 Chicomurex turschi,GearType=beam trawl,2,juvenile,present,GearType=beam trawl,,,,,,CP 582,South Pacific Ocean,,,,,79,82,decimal degrees,-18.68333,-174.05,WGS84,200,POINT (-174.05 -18.68333),,urn:lsid:marinespecies.org:taxname:405853,Chicomurex turschi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicomurex,,turschi,,"(Houart, 1981)",14
178.58333,-18.2,15,PhysicalObject,2014/06/08 12:00:00+00,en,Chicomurex turschi (Muricidae from Fiji and Tonga 15),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 04 Chicomurex turschi,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 04,South Pacific Ocean,,,,,100,122,decimal degrees,-18.2,178.58333,WGS84,200,POINT (178.58333 -18.2),,urn:lsid:marinespecies.org:taxname:405853,Chicomurex turschi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicomurex,,turschi,,"(Houart, 1981)",15
179.988333,-16.7505,16,PhysicalObject,2014/06/08 12:00:00+00,en,Chicomurex turschi (Muricidae from Fiji and Tonga 16),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1453 Chicomurex turschi,GearType=Warén dredge,1,,present,GearType=Warén dredge,1999/03/04,63,1999,3,4,DW 1453,South Pacific Ocean,,,,,414,510,decimal degrees,-16.7505,179.988333,WGS84,30,POINT (179.988333 -16.7505),,urn:lsid:marinespecies.org:taxname:405853,Chicomurex turschi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicomurex,,turschi,,"(Houart, 1981)",16
178.21667,-16.83333,17,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus orchidiflorus (Muricidae from Fiji and Tonga 17),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1333 Chicoreus orchidiflorus,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1333,South Pacific Ocean,,,,,200,215,decimal degrees,-16.83333,178.21667,WGS84,200,POINT (178.21667 -16.83333),,urn:lsid:marinespecies.org:taxname:558781,Chicoreus orchidiflorus,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,orchidiflorus,,"(Shikama, 1973)",17
178.1,-18.31667,18,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus orchidiflorus (Muricidae from Fiji and Tonga 18),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1384 Chicoreus orchidiflorus,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1384,South Pacific Ocean,,,,,260,305,decimal degrees,-18.31667,178.1,WGS84,200,POINT (178.1 -18.31667),,urn:lsid:marinespecies.org:taxname:558781,Chicoreus orchidiflorus,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,orchidiflorus,,"(Shikama, 1973)",18
-174.65,-19.86667,19,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus pliciferoides (Muricidae from Fiji and Tonga 19),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CH 1563 Chicoreus pliciferoides,GearType=otter trawl for fish,4,,present,GearType=otter trawl for fish,,,,,,CH 1563,South Pacific Ocean,,,,,362,388,decimal degrees,-19.86667,-174.65,WGS84,200,POINT (-174.65 -19.86667),,urn:lsid:marinespecies.org:taxname:405294,Chicoreus pliciferoides,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,pliciferoides,,"Kuroda, 1942",19
-174.65,-19.86667,20,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus pliciferoides (Muricidae from Fiji and Tonga 20),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CH 1564 Chicoreus pliciferoides,GearType=otter trawl for fish,1,,present,GearType=otter trawl for fish,,,,,,CH 1564,South Pacific Ocean,,,,,371,387,decimal degrees,-19.86667,-174.65,WGS84,200,POINT (-174.65 -19.86667),,urn:lsid:marinespecies.org:taxname:405294,Chicoreus pliciferoides,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,pliciferoides,,"Kuroda, 1942",20
177.83,-17.27316667,21,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus pliciferoides (Muricidae from Fiji and Tonga 21),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1325 Chicoreus pliciferoides,GearType=beam trawl,1,,present,GearType=beam trawl,1998/08/07,219,1998,8,7,CP 1325,South Pacific Ocean,,,,,282,322,decimal degrees,-17.27316667,177.83,WGS84,30,POINT (177.83 -17.2731666666667),,urn:lsid:marinespecies.org:taxname:405294,Chicoreus pliciferoides,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,pliciferoides,,"Kuroda, 1942",21
177.828,-17.23766667,22,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus pliciferoides (Muricidae from Fiji and Tonga 22),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1326 Chicoreus pliciferoides,GearType=beam trawl,1,,present,GearType=beam trawl,1998/08/07,219,1998,8,7,CP 1326,South Pacific Ocean,,,,,265,300,decimal degrees,-17.23766667,177.828,WGS84,30,POINT (177.828 -17.2376666666667),,urn:lsid:marinespecies.org:taxname:405294,Chicoreus pliciferoides,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,pliciferoides,,"Kuroda, 1942",22
178.0788333,-18.30966667,23,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus pliciferoides (Muricidae from Fiji and Tonga 23),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1389 Chicoreus pliciferoides,GearType=beam trawl,1,,present,GearType=beam trawl,1998/08/19,231,1998,8,19,CP 1389,South Pacific Ocean,,,,,241,417,decimal degrees,-18.30966667,178.0788333,WGS84,30,POINT (178.078833333333 -18.3096666666667),,urn:lsid:marinespecies.org:taxname:405294,Chicoreus pliciferoides,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,pliciferoides,,"Kuroda, 1942",23
-179.017667,-17.271,24,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus pliciferoides (Muricidae from Fiji and Tonga 24),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1427 Chicoreus pliciferoides,GearType=beam trawl,1,,present,GearType=beam trawl,1999/03/01,60,1999,3,1,CP 1427,South Pacific Ocean,,,,,364,369,decimal degrees,-17.271,-179.017667,WGS84,30,POINT (-179.017667 -17.271),,urn:lsid:marinespecies.org:taxname:405294,Chicoreus pliciferoides,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,pliciferoides,,"Kuroda, 1942",24
-178.7155,-17.175167,25,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus pliciferoides (Muricidae from Fiji and Tonga 25),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1440 Chicoreus pliciferoides,GearType=beam trawl,1,,present,GearType=beam trawl,1999/03/03,62,1999,3,3,CP 1440,South Pacific Ocean,,,,,190,308,decimal degrees,-17.175167,-178.7155,WGS84,30,POINT (-178.7155 -17.175167),,urn:lsid:marinespecies.org:taxname:405294,Chicoreus pliciferoides,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,pliciferoides,,"Kuroda, 1942",25
-178.498333,-18.661333,26,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus pliciferoides (Muricidae from Fiji and Tonga 26),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1501 Chicoreus pliciferoides,GearType=beam trawl,2,,present,GearType=beam trawl,1999/03/12,71,1999,3,12,CP 1501,South Pacific Ocean,,,,,350,357,decimal degrees,-18.661333,-178.498333,WGS84,30,POINT (-178.498333 -18.661333),,urn:lsid:marinespecies.org:taxname:405294,Chicoreus pliciferoides,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,pliciferoides,,"Kuroda, 1942",26
-174.7,-19.86667,27,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus pliciferoides (Muricidae from Fiji and Tonga 27),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1562 Chicoreus pliciferoides,GearType=beam trawl,1,,present,GearType=beam trawl,,,,,,CP 1562,South Pacific Ocean,,,,,417,424,decimal degrees,-19.86667,-174.7,WGS84,200,POINT (-174.7 -19.86667),,urn:lsid:marinespecies.org:taxname:405294,Chicoreus pliciferoides,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,pliciferoides,,"Kuroda, 1942",27
-178.643833,-18.145667,28,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus pliciferoides (Muricidae from Fiji and Tonga 28),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1465 Chicoreus pliciferoides,GearType=Warén dredge,1,juvenile,present,GearType=Warén dredge,1999/03/06,65,1999,3,6,DW 1465,South Pacific Ocean,,,,,290,300,decimal degrees,-18.145667,-178.643833,WGS84,30,POINT (-178.643833 -18.145667),,urn:lsid:marinespecies.org:taxname:405294,Chicoreus pliciferoides,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,pliciferoides,,"Kuroda, 1942",28
178.5,-18.2,29,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus boucheti (Muricidae from Fiji and Tonga 29),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,BS 10 Chicoreus boucheti,,1,juvenile,present,,,,,,,BS 10,South Pacific Ocean,,,,,123,123,decimal degrees,-18.2,178.5,WGS84,200,POINT (178.5 -18.2),,urn:lsid:marinespecies.org:taxname:558801,Chicoreus boucheti,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,boucheti,,"Houart, 1983",29
-175.31667,-21.03333,30,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus boucheti (Muricidae from Fiji and Tonga 30),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1567 Chicoreus boucheti,GearType=Warén dredge,1,juvenile,present,GearType=Warén dredge,,,,,,DW 1567,South Pacific Ocean,,,,,351,356,decimal degrees,-21.03333,-175.31667,WGS84,200,POINT (-175.31667 -21.03333),,urn:lsid:marinespecies.org:taxname:558801,Chicoreus boucheti,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,boucheti,,"Houart, 1983",30
178.03333,-18.36667,31,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus nobilis (Muricidae from Fiji and Tonga 31),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 08 Chicoreus nobilis,GearType=Warén dredge,8,,present,GearType=Warén dredge,,,,,,DW 08,South Pacific Ocean,,,,,28,30,decimal degrees,-18.36667,178.03333,WGS84,200,POINT (178.03333 -18.36667),,urn:lsid:marinespecies.org:taxname:406037,Chicoreus nobilis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,nobilis,,"Shikama, 1977",31
177.98333,-18.45,32,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus nobilis (Muricidae from Fiji and Tonga 32),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 22 Chicoreus nobilis,GearType=Warén dredge,1,juvenile,present,GearType=Warén dredge,,,,,,DW 22,South Pacific Ocean,,,,,32,36,decimal degrees,-18.45,177.98333,WGS84,200,POINT (177.98333 -18.45),,urn:lsid:marinespecies.org:taxname:406037,Chicoreus nobilis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,nobilis,,"Shikama, 1977",32
178.08333,-18.4,33,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus nobilis (Muricidae from Fiji and Tonga 33),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 26 Chicoreus nobilis,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 26,South Pacific Ocean,,,,,42,43,decimal degrees,-18.4,178.08333,WGS84,200,POINT (178.08333 -18.4),,urn:lsid:marinespecies.org:taxname:406037,Chicoreus nobilis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,nobilis,,"Shikama, 1977",33
177.21667,-17.8,34,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus nobilis (Muricidae from Fiji and Tonga 34),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 62 Chicoreus nobilis,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 62,South Pacific Ocean,,,,,32,32,decimal degrees,-17.8,177.21667,WGS84,200,POINT (177.21667 -17.8),,urn:lsid:marinespecies.org:taxname:406037,Chicoreus nobilis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,nobilis,,"Shikama, 1977",34
-174.05,-18.68333,35,PhysicalObject,2014/06/08 12:00:00+00,en,Chicoreus ryukyuensis (Muricidae from Fiji and Tonga 35),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1582 Chicoreus ryukyuensis,GearType=beam trawl,2,,present,GearType=beam trawl,,,,,,CP 1582,South Pacific Ocean,,,,,79,82,decimal degrees,-18.68333,-174.05,WGS84,200,POINT (-174.05 -18.68333),,urn:lsid:marinespecies.org:taxname:558819,Chicoreus ryukyuensis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,,ryukyuensis,,"Shikama, 1978",35
-178.170667,-19.666833,36,PhysicalObject,2014/06/08 12:00:00+00,en,Conchatalos spinula (Muricidae from Fiji and Tonga 36),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,MNHN 20009,GearType=Warén dredge,1,,present,GearType=Warén dredge,1999/03/08,67,1999,3,8,DW 1469,South Pacific Ocean,,,,,314,377,decimal degrees,-19.666833,-178.170667,WGS84,30,POINT (-178.170667 -19.666833),Holotype,urn:lsid:marinespecies.org:taxname:399123,Conchatalos spinula,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Conchatalos,,spinula,,"Houart & Héros, 2008",36
-178.170667,-19.666833,37,PhysicalObject,2014/06/08 12:00:00+00,en,Conchatalos spinula (Muricidae from Fiji and Tonga 37),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,MNHN 20011,GearType=Warén dredge,5,,present,GearType=Warén dredge,1999/03/08,67,1999,3,8,DW 1469,South Pacific Ocean,,,,,314,377,decimal degrees,-19.666833,-178.170667,WGS84,30,POINT (-178.170667 -19.666833),Paratype,urn:lsid:marinespecies.org:taxname:399123,Conchatalos spinula,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Conchatalos,,spinula,,"Houart & Héros, 2008",37
178.21667,-16.83333,38,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula danigoi (Muricidae from Fiji and Tonga 38),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1333 Cytharomorula danigoi,GearType=Warén dredge,2,,present,GearType=Warén dredge,,,,,,DW 1333,South Pacific Ocean,,,,,200,215,decimal degrees,-16.83333,178.21667,WGS84,200,POINT (178.21667 -16.83333),,urn:lsid:marinespecies.org:taxname:408087,Cytharomorula danigoi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,danigoi,,"Houart, 1995",38
-178.170667,-19.674667,39,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula danigoi (Muricidae from Fiji and Tonga 39),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1472 Cytharomorula danigoi,GearType=Warén dredge,1,,present,GearType=Warén dredge,1999/03/08,67,1999,3,8,DW 1472,South Pacific Ocean,,,,,262,266,decimal degrees,-19.674667,-178.170667,WGS84,30,POINT (-178.170667 -19.674667),,urn:lsid:marinespecies.org:taxname:408087,Cytharomorula danigoi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,danigoi,,"Houart, 1995",39
-175.01667,-21.31667,40,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula danigoi (Muricidae from Fiji and Tonga 40),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1512 Cytharomorula danigoi,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1512,South Pacific Ocean,,,,,183,184,decimal degrees,-21.31667,-175.01667,WGS84,200,POINT (-175.01667 -21.31667),,urn:lsid:marinespecies.org:taxname:408087,Cytharomorula danigoi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,danigoi,,"Houart, 1995",40
